iter	Passed	Remaining
267	401	1097
268	403	1096
269	405	1096
270	407	1095
271	410	1097
272	412	1097
273	413	1096
274	415	1096
275	417	1095
276	447	1167
277	448	1165
278	450	1163
279	451	1161
280	453	1159
281	454	1157
282	455	1155
283	457	1153
284	459	1153
285	461	1152
286	463	1151
287	464	1149
288	466	1147
289	467	1145
290	469	1144
291	471	1142
292	472	1140
293	474	1138
294	475	1137
295	477	1135
296	478	1133
297	480	1131
298	481	1129
299	483	1127
300	484	1125
301	486	1123
302	487	1122
303	489	1120
304	491	1119
305	492	1117
306	494	1116
307	496	1114
308	497	1112
309	499	1112
310	502	1112
311	504	1111
312	505	1110
313	507	1108
314	509	1107
315	510	1105
316	512	1103
317	513	1101
318	515	1099
319	516	1097
320	518	1095
321	519	1093
322	520	1091
323	522	1089
324	523	1087
325	525	1085
326	526	1083
327	527	1081
328	529	1079
329	530	1077
330	532	1075
331	533	1073
332	534	1071
333	536	1069
334	537	1067
335	538	1065
336	540	1063
337	541	1061
338	543	1059
339	544	1057
340	546	1055
341	547	1053
342	549	1051
343	550	1049
344	551	1047
345	553	1045
346	554	1043
347	555	1041
348	557	1039
349	558	1037
350	560	1035
351	561	1033
352	562	1031
353	564	1029
354	565	1027
355	567	1025
356	568	1024
357	570	1022
358	571	1020
359	572	1018
360	574	1016
361	575	1014
362	576	1012
363	578	1010
364	579	1008
365	581	1006
366	582	1005
367	584	1003
368	585	1001
369	587	999
370	588	997
371	589	995
372	591	993
373	592	991
374	593	989
375	595	988
376	596	986
377	598	984
378	599	982
379	601	981
380	602	979
381	604	977
382	605	975
383	607	973
384	608	972
385	609	970
386	611	968
387	612	966
388	614	964
389	615	962
390	616	960
391	618	959
392	619	957
393	621	955
394	622	953
395	623	951
396	625	949
397	626	948
398	628	946
399	629	944
400	631	942
401	632	940
402	634	939
403	635	937
404	636	935
405	638	933
406	639	932
407	641	930
408	642	928
409	643	926
410	645	924
411	646	922
412	647	920
413	649	919
414	650	917
415	652	915
416	653	913
417	654	911
418	656	910
419	657	908
420	659	906
421	660	904
422	662	903
423	663	901
424	665	899
425	666	898
426	668	896
427	670	895
428	671	894
429	673	892
430	674	890
431	676	888
432	677	887
433	678	885
434	680	884
435	682	882
436	683	880
437	685	879
438	686	877
439	687	875
440	689	873
441	690	871
442	692	870
443	693	868
444	695	866
445	697	866
446	699	864
447	700	863
448	701	861
449	703	859
450	704	857
451	706	856
452	707	854
453	708	852
454	710	851
455	712	849
456	715	850
457	750	888
458	753	888
459	755	886
460	756	884
461	758	882
462	759	881
463	761	879
464	762	877
465	763	875
466	765	873
467	766	871
468	769	870
469	770	869
470	772	867
471	774	866
472	778	867
473	781	867
474	785	868
475	787	867
476	789	865
477	793	866
478	795	864
479	796	863
480	798	861
481	799	859
482	800	857
483	802	855
484	804	853
485	805	851
486	806	849
487	808	847
488	809	846
489	811	844
490	812	842
491	813	840
492	815	838
493	816	836
494	817	834
495	819	832
496	820	830
497	822	828
498	823	827
499	825	825
500	826	823
501	827	821
502	829	819
503	830	817
504	832	815
505	833	813
506	835	812
507	836	810
508	837	808
509	839	806
510	840	804
511	842	802
512	843	800
513	845	799
514	846	797
515	847	795
516	849	793
517	850	791
518	852	789
519	853	787
520	854	785
521	856	783
522	857	782
523	858	780
524	860	778
525	861	776
526	863	774
527	864	772
528	865	771
529	867	769
530	868	767
531	870	765
532	871	763
533	873	761
534	874	760
535	875	758
536	877	756
537	878	754
538	880	752
539	881	750
540	883	749
541	884	747
542	885	745
543	887	743
544	888	741
545	889	739
546	891	738
547	892	736
548	893	734
549	895	732
550	896	730
551	898	729
552	899	727
553	901	725
554	902	723
555	903	721
556	905	719
557	906	718
558	908	716
559	909	714
560	910	712
561	912	711
562	913	709
563	915	707
564	916	705
565	917	703
566	919	702
567	920	700
568	922	698
569	923	696
570	925	695
571	926	693
572	927	691
573	929	689
574	930	687
575	932	686
576	933	684
577	934	682
578	936	680
579	937	679
580	939	677
581	940	675
582	941	673
583	943	672
584	944	670
585	946	668
586	947	666
587	948	664
588	950	663
589	951	661
590	952	659
591	954	657
592	955	655
593	957	654
594	958	652
595	960	650
596	961	648
597	962	647
598	964	645
599	965	643
600	966	641
601	968	640
602	969	638
603	971	636
604	972	634
605	973	633
606	975	631
607	976	629
608	978	627
609	979	626
610	980	624
611	982	622
612	983	620
613	985	619
614	986	617
615	987	615
616	989	614
617	990	612
618	991	610
619	993	608
620	994	607
621	996	605
622	997	603
623	998	601
624	1000	600
625	1001	598
626	1002	596
627	1004	594
628	1005	593
629	1007	591
630	1008	589
631	1009	588
632	1011	586
633	1012	584
634	1014	582
635	1015	581
636	1016	579
637	1018	577
638	1019	576
639	1021	574
640	1022	572
641	1023	570
642	1025	569
643	1026	567
644	1028	565
645	1029	564
646	1030	562
647	1032	560
648	1033	558
649	1034	557
650	1036	555
651	1037	553
652	1039	552
653	1040	550
654	1041	548
655	1043	547
656	1044	545
657	1046	543
658	1047	542
659	1048	540
660	1050	538
661	1051	537
662	1053	535
663	1054	533
664	1055	531
665	1057	530
666	1058	528
667	1060	526
668	1061	525
669	1062	523
670	1064	521
671	1065	520
672	1067	518
673	1068	516
674	1069	515
675	1071	513
676	1072	511
677	1074	510
678	1075	508
679	1076	506
680	1078	505
681	1079	503
682	1081	501
683	1082	500
684	1083	498
685	1085	496
686	1086	495
687	1087	493
688	1089	491
689	1090	490
690	1092	488
691	1093	486
692	1094	485
693	1096	483
694	1097	481
695	1098	480
696	1100	478
697	1101	476
698	1103	474
699	1104	473
700	1105	471
701	1107	470
702	1108	468
703	1110	466
704	1111	465
705	1112	463
706	1114	461
707	1115	460
708	1117	458
709	1118	456
710	1120	455
711	1121	453
712	1122	451
713	1124	450
714	1125	448
715	1126	446
716	1128	445
717	1129	443
718	1131	442
719	1132	440
720	1134	438
721	1135	437
722	1136	435
723	1138	433
724	1139	432
725	1141	430
726	1142	428
727	1143	427
728	1145	425
729	1146	424
730	1147	422
731	1149	420
732	1150	419
733	1151	417
734	1153	415
735	1154	414
736	1156	412
737	1157	410
738	1158	409
739	1160	407
740	1161	406
741	1163	404
742	1164	402
743	1166	401
744	1167	399
745	1168	397
746	1170	396
747	1171	394
748	1173	393
749	1174	391
750	1176	389
751	1177	388
752	1178	386
753	1180	385
754	1181	383
755	1182	381
756	1184	380
757	1185	378
758	1187	376
759	1188	375
760	1189	373
761	1191	372
762	1192	370
763	1194	368
764	1195	367
765	1196	365
766	1198	363
767	1199	362
768	1200	360
769	1202	359
770	1203	357
771	1205	355
772	1206	354
773	1207	352
774	1209	351
775	1210	349
776	1212	347
777	1213	346
778	1214	344
779	1216	343
780	1217	341
781	1219	339
782	1220	338
783	1221	336
784	1223	335
785	1224	333
786	1226	331
787	1227	330
788	1228	328
789	1230	327
790	1231	325
791	1232	323
792	1234	322
793	1235	320
794	1237	319
795	1238	317
796	1239	315
797	1241	314
798	1242	312
799	1244	311
800	1245	309
801	1246	307
802	1248	306
803	1249	304
804	1251	303
805	1252	301
806	1253	299
807	1255	298
808	1256	296
809	1257	295
810	1259	293
811	1260	291
812	1262	290
813	1263	288
814	1265	287
815	1266	285
816	1267	283
817	1269	282
818	1270	280
819	1272	279
820	1273	277
821	1274	276
822	1276	274
823	1277	272
824	1278	271
825	1280	269
826	1281	268
827	1283	266
828	1284	264
829	1286	263
830	1287	261
831	1288	260
832	1290	258
833	1291	257
834	1292	255
835	1294	253
836	1296	252
837	1298	251
838	1300	249
839	1301	247
840	1303	246
841	1304	244
842	1305	243
843	1307	241
844	1308	240
845	1310	238
846	1311	236
847	1313	235
848	1314	233
849	1315	232
850	1317	230
851	1318	229
852	1319	227
853	1321	225
854	1322	224
855	1324	222
856	1325	221
857	1326	219
858	1328	218
859	1329	216
860	1331	214
861	1332	213
862	1334	211
863	1335	210
864	1336	208
865	1338	207
866	1339	205
867	1341	203
868	1342	202
869	1343	200
870	1345	199
871	1346	197
872	1347	196
873	1349	194
874	1350	192
875	1352	191
876	1353	189
877	1354	188
878	1356	186
879	1357	185
880	1358	183
881	1360	182
882	1361	180
883	1363	178
884	1364	177
885	1366	175
886	1367	174
887	1369	172
888	1370	171
889	1371	169
890	1373	167
891	1374	166
892	1375	164
893	1377	163
894	1378	161
895	1380	160
896	1381	158
897	1382	157
898	1384	155
899	1385	153
900	1387	152
901	1388	150
902	1389	149
903	1391	147
904	1392	146
905	1394	144
906	1395	143
907	1397	141
908	1398	139
909	1400	138
910	1401	136
911	1403	135
912	1404	133
913	1406	132
914	1407	130
915	1408	129
916	1410	127
917	1411	126
918	1413	124
919	1414	123
920	1415	121
921	1417	119
922	1418	118
923	1420	116
924	1421	115
925	1423	113
926	1424	112
927	1425	110
928	1427	109
929	1428	107
930	1429	105
931	1431	104
932	1432	102
933	1433	101
934	1435	99
935	1436	98
936	1438	96
937	1439	95
938	1441	93
939	1442	92
940	1443	90
941	1445	88
942	1446	87
943	1448	85
944	1449	84
945	1450	82
946	1452	81
947	1453	79
948	1455	78
949	1456	76
950	1457	75
951	1459	73
952	1460	72
953	1462	70
954	1463	68
955	1464	67
956	1466	65
957	1467	64
958	1469	62
959	1470	61
960	1471	59
961	1473	58
962	1474	56
963	1476	55
964	1477	53
965	1478	52
966	1480	50
967	1481	48
968	1483	47
969	1484	45
970	1485	44
971	1487	42
972	1488	41
973	1490	39
974	1491	38
975	1492	36
976	1494	35
977	1495	33
978	1497	32
979	1498	30
980	1499	29
981	1501	27
982	1502	25
983	1504	24
984	1505	22
985	1506	21
986	1508	19
987	1509	18
988	1511	16
989	1512	15
990	1514	13
991	1515	12
992	1516	10
993	1518	9
994	1519	7
995	1521	6
996	1522	4
997	1523	3
998	1525	1
999	1526	0
