iter	MultiClass
483	0.02777544447
484	0.0276761214
485	0.0276151836
486	0.02752364626
487	0.02743468833
488	0.02735581798
489	0.02728873119
490	0.02717206521
491	0.02709955054
492	0.02701032171
493	0.02694832752
494	0.02682142489
495	0.02669569094
496	0.02662125299
497	0.02650820967
498	0.02646706662
499	0.02637295393
500	0.02626328571
501	0.02618158611
502	0.02606474328
503	0.02600843504
504	0.02595225021
505	0.02586538457
506	0.02579010879
507	0.02573014873
508	0.02569098288
509	0.02556821939
510	0.02548726918
511	0.02540774811
512	0.02532886342
513	0.02529108059
514	0.02517166626
515	0.02510577497
516	0.02498798533
517	0.02493284313
518	0.02487444722
519	0.02483202757
520	0.0247223082
521	0.02462260501
522	0.02454815371
523	0.02446094687
524	0.02438632951
525	0.02431658437
526	0.02423919674
527	0.02414303409
528	0.02406957392
529	0.02400022416
530	0.02393366014
531	0.02386123758
532	0.0237820704
533	0.02369035199
534	0.02361922313
535	0.02356755056
536	0.02346201212
537	0.02339143789
538	0.02332560676
539	0.02323588611
540	0.02313297445
541	0.02305065953
542	0.02299125424
543	0.02292410403
544	0.02285664138
545	0.02279108477
546	0.02273085644
547	0.0226653546
548	0.02260091943
549	0.02250145365
550	0.02245238807
551	0.02236919075
552	0.02230646268
553	0.02221606061
554	0.02212639843
555	0.02206501604
556	0.0219982044
557	0.0219449571
558	0.02189555254
559	0.02184033593
560	0.02178155801
561	0.02171653159
562	0.02167704188
563	0.02160756415
564	0.02154764964
565	0.02148884096
566	0.02144387553
567	0.02139281615
568	0.02134992989
569	0.02131760747
570	0.02127563785
571	0.02122515701
572	0.02119618459
573	0.02113835252
574	0.02108085599
575	0.02102362596
576	0.02097800572
577	0.02089704379
578	0.02086923349
579	0.02081365226
580	0.02074122314
581	0.02067682066
582	0.0206308865
583	0.02057175835
584	0.02051634415
585	0.0204695733
586	0.02041533143
587	0.0203774013
588	0.02032308854
589	0.02028903015
590	0.02023880449
591	0.02019276528
592	0.02014036127
593	0.02007932463
594	0.02003024338
595	0.01998585703
596	0.01994159595
597	0.01989881435
598	0.01987241908
599	0.0198213784
600	0.01979042964
601	0.0197176381
602	0.0196671817
603	0.01961706908
604	0.01958275728
605	0.01955011502
606	0.01950119192
607	0.01945618749
608	0.01940642126
609	0.0193569923
610	0.01931516642
611	0.01927684466
612	0.01922805245
613	0.01916001025
614	0.01908551128
615	0.01902302585
616	0.01897589405
617	0.01894278119
618	0.01890669841
619	0.01883512292
620	0.01876850943
621	0.01870187104
622	0.01866196352
623	0.01859207002
624	0.01854669612
625	0.01850483814
626	0.0184360174
627	0.01837802021
628	0.01833108553
629	0.01826773486
630	0.01822334803
631	0.01817876892
632	0.01813527447
633	0.01809506075
634	0.01805785711
635	0.0180148595
636	0.0179587038
637	0.01791305756
638	0.01787027954
639	0.01782777408
640	0.01779063339
641	0.01775371014
642	0.01771700243
643	0.01769763431
644	0.01765579898
645	0.01762703567
646	0.01757454304
647	0.01753356122
648	0.01751242471
649	0.01747186573
650	0.01744051877
651	0.01740143772
652	0.01737041474
653	0.01731841204
654	0.01726668258
655	0.0172058912
656	0.01715417623
657	0.01711503505
658	0.01706956202
659	0.01704952128
660	0.01700444874
661	0.01697062002
662	0.01694596274
663	0.01691297773
664	0.01687478784
665	0.0168368306
666	0.0168076978
667	0.01677003642
668	0.01673688609
669	0.01670392083
670	0.01665049284
671	0.01659742456
672	0.01656857809
673	0.01654076017
674	0.01648835559
675	0.01643241378
676	0.01640634206
677	0.01636994754
678	0.01631857907
679	0.01628072074
680	0.01623435583
681	0.01619896095
682	0.01615031659
683	0.01612062577
684	0.01609281297
685	0.01606778212
686	0.01604258592
687	0.01600738948
688	0.01596727764
689	0.01591828521
690	0.01588388905
691	0.01586177792
692	0.01580859372
693	0.01575675581
694	0.01572755835
695	0.01569380345
696	0.01566812907
697	0.01563508232
698	0.01560673904
699	0.01558357598
700	0.01554152443
701	0.01549913361
702	0.0154711857
703	0.01544779132
704	0.01541531011
705	0.01537312921
706	0.01534131896
707	0.01530266418
708	0.01528524081
709	0.01525665009
710	0.01522465222
711	0.01519298299
712	0.01516091979
713	0.01512928035
714	0.01509798781
715	0.01508244202
716	0.0150348766
717	0.01500393415
718	0.01497553249
719	0.01494685195
720	0.01491869584
721	0.01489008875
722	0.0148436478
723	0.01482474834
724	0.01479007054
725	0.01476385016
726	0.01473404035
727	0.0147067279
728	0.01466846329
729	0.01464364292
730	0.01461763772
731	0.01459210691
732	0.01456674437
733	0.01453870263
734	0.01451511237
735	0.0144885568
736	0.01446213987
737	0.01443615457
738	0.01441080273
739	0.01436704039
740	0.01434220166
741	0.01431785933
742	0.01430204577
743	0.01427395771
744	0.0142499
745	0.01422623231
746	0.01420162799
747	0.01417368125
748	0.01415243222
749	0.01411008228
750	0.0140827938
751	0.01404732292
752	0.01402642789
753	0.0140028533
754	0.01397803277
755	0.0139504903
756	0.01393319797
757	0.01390483612
758	0.01388354966
759	0.01385669256
760	0.01383235059
761	0.01380956213
762	0.01378162332
763	0.01376537807
764	0.01372423763
765	0.01369822781
766	0.01367665441
767	0.01365082582
768	0.01362356967
769	0.01360563245
770	0.01357737523
771	0.01354135317
772	0.0135276812
773	0.01350451682
774	0.0134685607
775	0.0134289279
776	0.01340242037
777	0.01337016398
778	0.01333492386
779	0.01329988493
780	0.0132859218
781	0.01327279544
782	0.01325909347
783	0.01323320843
784	0.01320848624
785	0.0131864485
786	0.01316199087
787	0.01314314873
788	0.01311778987
789	0.01308384615
790	0.01307152561
791	0.01305038119
792	0.01302647055
793	0.01300057563
794	0.01298473518
795	0.01296088254
796	0.0129277049
797	0.01290409036
798	0.0128739916
799	0.01285029291
800	0.01282691048
801	0.01280354558
802	0.01278009047
803	0.01275987565
804	0.01273705198
805	0.01270772258
806	0.01267858332
807	0.01264991126
808	0.01262726494
809	0.0126039134
810	0.01257838798
811	0.01254709615
812	0.01253244154
813	0.01251318571
814	0.01249140638
815	0.01246940403
816	0.01243586928
817	0.01241667453
818	0.01239457137
819	0.01236892174
820	0.01234727974
821	0.01233167957
822	0.01232099016
823	0.01229362404
824	0.01227369985
825	0.01225936982
826	0.01222953814
827	0.01220943555
828	0.01219567669
829	0.01218448118
830	0.01216319663
831	0.01214201527
832	0.01212115442
833	0.01209208126
834	0.01206316168
835	0.01203161251
836	0.01200298524
837	0.01197638979
838	0.01194792721
839	0.01192189506
840	0.01190152353
841	0.0118837571
842	0.01186731446
843	0.01184999481
844	0.01184012093
845	0.0118257088
846	0.01181581645
847	0.01179582187
848	0.01177789638
849	0.01176989996
850	0.01174222593
851	0.01172806835
852	0.01170845278
853	0.01169071575
854	0.01167022955
855	0.01165002716
856	0.01163336106
857	0.0116138974
858	0.01158979479
859	0.0115767423
860	0.01155280805
861	0.01153539917
862	0.01151618243
863	0.01149713642
864	0.01147331817
865	0.01145957629
866	0.01144328323
867	0.01142948329
868	0.01141086782
869	0.01138494324
870	0.01136902687
871	0.01135194854
872	0.01133504485
873	0.01132160404
874	0.01130315957
875	0.0112919596
876	0.01127376126
877	0.01125548854
878	0.01123735203
879	0.01121906667
880	0.0112120543
881	0.01119396168
882	0.01116907079
883	0.01114430338
884	0.01112921817
885	0.01110463802
886	0.01108838888
887	0.01107516719
888	0.01106009285
889	0.01103797338
890	0.01101458031
891	0.01099801941
892	0.01098059007
893	0.0109533756
894	0.01093842369
895	0.0109203397
896	0.01090564276
897	0.01088795603
898	0.01087035268
899	0.01085569324
900	0.01084731615
901	0.01082143265
902	0.01080895756
903	0.01079145195
904	0.01077460193
905	0.01075071808
906	0.01073416985
907	0.01071749452
908	0.01071155272
909	0.01069417809
910	0.01067683464
911	0.01066485999
912	0.01064838286
913	0.01062981475
914	0.01061347992
915	0.0105977592
916	0.01058154536
917	0.01056549087
918	0.01055062764
919	0.01053448411
920	0.01051194558
921	0.01049788882
922	0.01048196633
923	0.01045770115
924	0.0104358987
925	0.01041339651
926	0.01039768245
927	0.01037603635
928	0.01036035704
929	0.01034483637
930	0.01032933852
931	0.01031560122
932	0.01029205811
933	0.01027852397
934	0.01026464969
935	0.0102544709
936	0.01024647892
937	0.01023347691
938	0.01022052351
939	0.01020433055
940	0.01018783767
941	0.01017277131
942	0.01015437617
943	0.01013948538
944	0.01012660544
945	0.01011313829
946	0.01009794546
947	0.01008418703
948	0.01007000866
949	0.01004749639
950	0.01003281284
951	0.01001805828
952	0.0100108393
953	0.009990807546
954	0.009970786308
955	0.009963881418
956	0.009951411101
957	0.009937167286
958	0.009924526227
959	0.009908817514
960	0.009894518323
961	0.009882123736
962	0.009860410698
963	0.009846221759
964	0.009834043219
965	0.00982164919
966	0.009811784766
967	0.009806304491
968	0.009799402344
969	0.009785400598
970	0.009766237547
971	0.00975246517
972	0.009735255286
973	0.009716222244
974	0.009701728894
975	0.009692134
976	0.009674211585
977	0.009659562104
978	0.009647528876
979	0.009633453367
980	0.009618947787
981	0.00960535499
982	0.009594307054
983	0.009575052593
984	0.009565287548
985	0.009555507131
986	0.009545633932
987	0.009533923041
988	0.009520541233
989	0.009510286899
990	0.009501871017
991	0.009490333977
992	0.009470207841
993	0.009457072128
994	0.009443988613
995	0.009429909973
996	0.009418485427
997	0.009407275735
998	0.009399077882
999	0.009387446294
