iter	Passed	Remaining
0	1	69
1	2	48
2	4	51
3	5	53
4	7	52
5	9	51
6	10	49
7	11	47
8	13	46
9	14	44
10	16	42
11	17	41
12	19	39
13	20	38
14	22	37
15	23	35
16	25	34
17	26	32
18	28	31
19	29	29
20	31	28
21	32	26
22	34	25
23	35	23
24	37	22
25	38	20
26	40	19
27	42	18
28	43	16
29	45	15
30	46	13
31	48	12
32	50	10
33	51	9
34	53	7
35	54	6
36	56	4
37	58	3
38	59	1
39	60	0
