iter	MultiClassOneVsAll
404	0.04511723453
405	0.04500254405
406	0.04488533847
407	0.0447846276
408	0.04467317474
409	0.04455959909
410	0.04447126198
411	0.04434413508
412	0.04423006904
413	0.04410436482
414	0.04398434802
415	0.04387807931
416	0.04376464089
417	0.04364989734
418	0.0435351243
419	0.04342344614
420	0.04331496696
421	0.04320088732
422	0.04309771261
423	0.04299669304
424	0.04288389632
425	0.04280000789
426	0.04273873869
427	0.04265193785
428	0.04255018937
429	0.04245323492
430	0.04234579337
431	0.04225939857
432	0.04216266815
433	0.04203757427
434	0.04189554282
435	0.04178868743
436	0.04169153994
437	0.04161147184
438	0.0415188387
439	0.04142888769
440	0.04132045352
441	0.04124695226
442	0.04112473672
443	0.04103357286
444	0.0409344216
445	0.04082429756
446	0.04075956544
447	0.04063819572
448	0.04055805215
449	0.04050487032
450	0.04041299516
451	0.04033404166
452	0.04024338081
453	0.04015375107
454	0.04006444004
455	0.03996687957
456	0.03987830224
457	0.03976502413
458	0.03967025332
459	0.03957038032
460	0.03948987483
461	0.03939339055
462	0.03930943564
463	0.03922569622
464	0.03915841801
465	0.03905707289
466	0.03896087388
467	0.03886984646
468	0.03878936776
469	0.03869659953
470	0.03860975391
471	0.03850975581
472	0.03841359276
473	0.03837262239
474	0.03831025746
475	0.03822582126
476	0.03813662256
477	0.03805250856
478	0.03797343731
479	0.03788561858
480	0.03780252267
481	0.03771426395
482	0.03763306904
483	0.03754826825
484	0.0374733065
485	0.03739496856
486	0.03734666283
487	0.03726033303
488	0.03718185589
489	0.03709730431
490	0.03702724191
491	0.03695100538
492	0.0369015249
493	0.03681884285
494	0.03674505186
495	0.0366776794
496	0.03657460491
497	0.03650010337
498	0.03641797947
499	0.03638225918
500	0.03630088033
501	0.03621984015
502	0.03614945658
503	0.03607309652
504	0.03600488009
505	0.03592818313
506	0.03586465307
507	0.03576762299
508	0.03570877004
509	0.03563412235
510	0.03555728944
511	0.03548057562
512	0.03539790925
513	0.03531431421
514	0.03526568552
515	0.03518721356
516	0.03512026891
517	0.0350560422
518	0.03498938725
519	0.03492653565
520	0.03486358682
521	0.03479972206
522	0.03471784876
523	0.03464106952
524	0.03456854927
525	0.03449616911
526	0.0344185746
527	0.03434477827
528	0.0342708886
529	0.03420027568
530	0.03414514407
531	0.03408114594
532	0.03401565932
533	0.03396848504
534	0.03390610687
535	0.03383839718
536	0.03376190524
537	0.03369504178
538	0.0336273881
539	0.03355711965
540	0.03348477142
541	0.0334136884
542	0.03334530205
543	0.03327721031
544	0.03322299354
545	0.03317158223
546	0.03310761203
547	0.03304127769
548	0.03297310882
549	0.03290700715
550	0.03283886373
551	0.03277356925
552	0.03270825234
553	0.03266477971
554	0.03260668884
555	0.03253729574
556	0.03248619968
557	0.03242823565
558	0.03237279975
559	0.03231562468
560	0.03225004618
561	0.03218225149
562	0.03212385924
563	0.03205776061
564	0.03198088516
565	0.03192339861
566	0.03185533481
567	0.03181936155
568	0.03174884449
569	0.03169167395
570	0.0316273729
571	0.03156608568
572	0.03150427251
573	0.0314521262
574	0.03139039946
575	0.03132761356
576	0.03127458142
577	0.03120714963
578	0.03114900571
579	0.03108389738
580	0.03103121564
581	0.0309673906
582	0.03090193957
583	0.03084103515
584	0.03078653072
585	0.03073561619
586	0.03067807978
587	0.03062098754
588	0.03055726608
589	0.03050502732
590	0.03044754559
591	0.03038527207
592	0.03034576018
593	0.03028705141
594	0.03023683167
595	0.0301843142
596	0.03014788028
597	0.03009272673
598	0.03006602035
599	0.0300220155
600	0.02996470085
601	0.02991809987
602	0.02986732328
603	0.02981884219
604	0.02976481827
605	0.02970956231
606	0.02966783183
607	0.02961976344
608	0.02956863309
609	0.02951793559
610	0.02947103523
611	0.02941949978
612	0.02937278316
613	0.02932338878
614	0.0292755
615	0.02921376417
616	0.02916517227
617	0.02912408523
618	0.02907493011
619	0.02901775822
620	0.02896634216
621	0.02891033419
622	0.02886734559
623	0.02881623111
624	0.0287758485
625	0.02874376877
626	0.02869950418
627	0.02865169535
628	0.0285892779
629	0.02854332484
630	0.02849813217
631	0.02844386797
632	0.02839269338
633	0.02834139462
634	0.02829133813
635	0.02824763623
636	0.02820421951
637	0.02815704098
638	0.02810892809
639	0.02806555538
640	0.02802311587
641	0.02799216044
642	0.02793423191
643	0.02788532793
644	0.02783270825
645	0.02778207146
646	0.02773957157
647	0.02769059797
648	0.02766374603
649	0.02761941557
650	0.02758568411
651	0.02753847291
652	0.02750234659
653	0.0274679058
654	0.02742190329
655	0.02737383858
656	0.02733071254
657	0.02728704287
658	0.02724435989
659	0.02720547056
660	0.02715965001
661	0.02712405495
662	0.02708234978
663	0.0270381436
664	0.02699880724
665	0.02695504229
666	0.02691562853
667	0.02686463336
668	0.02681502068
669	0.02676760305
670	0.02673321931
671	0.02668948802
672	0.02664924955
673	0.02661018479
674	0.02656720062
675	0.02652608986
676	0.02646955303
677	0.02643417917
678	0.02639601416
679	0.02635610579
680	0.02630891704
681	0.02626950782
682	0.02623163821
683	0.02618795671
684	0.02615121249
685	0.02611323543
686	0.02608106107
687	0.02604122536
688	0.02600161364
689	0.02597322112
690	0.02593414972
691	0.02589217346
692	0.02585356617
693	0.02581718147
694	0.02576487298
695	0.02572949599
696	0.02569783323
697	0.02565721943
698	0.02561658417
699	0.02557422783
700	0.02553818733
701	0.02550153089
702	0.02546406317
703	0.02541235903
704	0.02537325632
705	0.02533133666
706	0.02529668909
707	0.02526003367
708	0.02522287632
709	0.02519592593
710	0.02515869898
711	0.02513644359
712	0.02510204762
713	0.02506030478
714	0.02504135472
715	0.02500784059
716	0.0249688023
717	0.02493455432
718	0.02490046074
719	0.02485360215
720	0.02481278091
721	0.02478953077
722	0.02475441267
723	0.02471712134
724	0.024684437
725	0.02465064664
726	0.02460366311
727	0.02456651486
728	0.02453327289
729	0.02449762392
730	0.02446505655
731	0.02443038149
732	0.0243965545
733	0.02436321411
734	0.02432532676
735	0.02429426814
736	0.02426340054
737	0.02422676991
738	0.02420283754
739	0.02416950058
740	0.02413897672
741	0.02410012665
742	0.02406120672
743	0.02402405921
744	0.02398649285
745	0.02395182439
746	0.02392319991
747	0.02389201131
748	0.02385868423
749	0.02382750773
750	0.02379804002
751	0.02376281066
752	0.02373184797
753	0.02370087061
754	0.02366649307
755	0.02363739799
756	0.02360606924
757	0.023574441
758	0.02353987263
759	0.02351032857
760	0.02346777752
761	0.02343830418
762	0.02340529171
763	0.0233722212
764	0.02334097096
765	0.02329798459
766	0.02327237536
767	0.02324238968
768	0.02321475403
769	0.02319467643
770	0.02316447269
771	0.02313193164
772	0.02309652685
773	0.02306649955
774	0.02303079457
775	0.02299440262
776	0.02295231623
777	0.0229282674
778	0.02289930359
779	0.02286948549
780	0.02283609601
781	0.02280478601
782	0.02277380472
783	0.02273791927
784	0.02271658524
785	0.02268643386
786	0.0226547995
787	0.02262463188
788	0.022599813
789	0.0225719018
790	0.022550441
791	0.02251934682
792	0.02248592106
793	0.02246456037
794	0.02242968112
795	0.02240158231
796	0.0223728884
797	0.02234492379
798	0.02231687997
799	0.02228380467
800	0.02225141047
801	0.02221991423
802	0.02218514741
803	0.02216139464
804	0.02213727547
805	0.02210507727
806	0.02207904263
807	0.02205290449
808	0.02202338625
809	0.02199892354
810	0.02197635201
811	0.02195354306
812	0.02191971788
813	0.02188613214
814	0.02185233511
815	0.02182378289
816	0.02180803734
817	0.02177904726
818	0.02174770279
819	0.02172142868
820	0.02169457798
821	0.02167162405
822	0.02164860866
823	0.02161930362
824	0.02159067457
825	0.02156522835
826	0.02152900789
827	0.02150494752
828	0.02146722603
829	0.0214379655
830	0.0214121782
831	0.02138406697
832	0.02135717328
833	0.02132777942
834	0.02129775926
835	0.02127137665
836	0.02124370035
837	0.02121673694
838	0.02119266345
839	0.02116592175
840	0.02113890668
841	0.02111462523
842	0.02109357307
843	0.02106976489
844	0.02104886365
845	0.02102252336
846	0.02099545171
847	0.02097170541
848	0.02095289202
849	0.02092611705
850	0.02090688692
851	0.02088267142
852	0.02085126158
853	0.02082670985
854	0.02080057586
855	0.02077132895
856	0.02074667763
857	0.02072220173
858	0.02069559066
859	0.02067322442
860	0.02065008626
861	0.02062335619
862	0.02059663317
863	0.02057062702
864	0.02054257884
865	0.02051727637
866	0.02048524892
867	0.02046280844
868	0.02044384425
869	0.02041156926
870	0.02037850591
871	0.02035238378
872	0.02032391808
873	0.02030017766
874	0.02027534001
875	0.02024949703
876	0.02022617409
877	0.02020579796
878	0.02017237396
879	0.02014820516
880	0.02012561736
881	0.02010273118
882	0.02007826341
883	0.02004960764
884	0.0200279823
885	0.02001207755
886	0.01999047767
887	0.01997070411
888	0.01994848253
889	0.01992579808
890	0.0199044265
891	0.01987852639
892	0.01985362301
893	0.01983207272
894	0.019807289
895	0.01978012044
896	0.01975797321
897	0.01973345271
898	0.0197135228
899	0.01968723112
900	0.0196676086
901	0.0196408994
902	0.01961740524
903	0.01959684573
904	0.01957591277
905	0.01955115833
906	0.0195256712
907	0.0195017061
908	0.01947859344
909	0.01945992575
910	0.01944078688
911	0.01941955288
912	0.01939534893
913	0.01937079749
914	0.01934866064
915	0.01933012848
916	0.01930888396
917	0.01928828484
918	0.01926634008
919	0.01924104278
920	0.01922110078
921	0.01920010609
922	0.01917964177
923	0.01915628952
924	0.01913874744
925	0.01911827193
926	0.01910055758
927	0.01907640146
928	0.0190602252
929	0.01904117278
930	0.01901417625
931	0.018993019
932	0.01896986803
933	0.01895018811
934	0.0189260659
935	0.01890276055
936	0.01888317557
937	0.01886424474
938	0.01884464614
939	0.01882348873
940	0.01880441212
941	0.01878841517
942	0.01876639917
943	0.01874564516
944	0.01872959317
945	0.01870735006
946	0.01868472432
947	0.01866674372
948	0.01864606559
949	0.01863331085
950	0.01861202919
951	0.01859328129
952	0.01857171434
953	0.01854852567
954	0.01853207523
955	0.0185120065
956	0.01848487089
957	0.01847172454
958	0.01845155144
959	0.01843164705
960	0.01840658811
961	0.01838179168
962	0.01836006593
963	0.01833851609
964	0.01832052809
965	0.01830231331
966	0.01828595257
967	0.01826786198
968	0.0182480643
969	0.01822866058
970	0.01821011053
971	0.01819193908
972	0.01817440155
973	0.01815494277
974	0.01813335347
975	0.01811278914
976	0.01809379495
977	0.01807547806
978	0.01805807878
979	0.01803809782
980	0.01802056943
981	0.01800327768
982	0.0179869231
983	0.01797068194
984	0.0179514751
985	0.01793371055
986	0.01791386054
987	0.01789341348
988	0.01787798714
989	0.01786295144
990	0.01784497585
991	0.01782770194
992	0.01780361895
993	0.01778322967
994	0.01776494786
995	0.01774866136
996	0.01771992739
997	0.01770094686
998	0.01768561349
999	0.01766885404
