iter	Passed	Remaining
377	721	1187
378	723	1185
379	725	1183
380	726	1181
381	728	1179
382	730	1176
383	732	1174
384	734	1172
385	735	1170
386	737	1168
387	739	1166
388	741	1164
389	743	1162
390	744	1160
391	746	1158
392	748	1155
393	750	1153
394	751	1151
395	753	1149
396	755	1147
397	757	1145
398	759	1143
399	760	1141
400	762	1138
401	764	1136
402	765	1134
403	767	1132
404	769	1130
405	771	1128
406	773	1126
407	775	1124
408	776	1122
409	778	1120
410	780	1118
411	782	1116
412	784	1114
413	786	1113
414	788	1111
415	789	1108
416	791	1106
417	793	1104
418	795	1102
419	796	1100
420	798	1098
421	800	1096
422	802	1094
423	804	1092
424	805	1090
425	807	1088
426	809	1086
427	811	1084
428	812	1081
429	814	1079
430	816	1077
431	818	1075
432	819	1073
433	821	1071
434	823	1069
435	825	1067
436	827	1065
437	828	1063
438	830	1061
439	832	1059
440	834	1057
441	835	1055
442	837	1053
443	839	1051
444	841	1049
445	842	1047
446	844	1045
447	846	1042
448	848	1040
449	850	1038
450	851	1036
451	853	1035
452	855	1032
453	857	1030
454	859	1028
455	860	1027
456	863	1026
457	865	1024
458	867	1022
459	869	1020
460	871	1018
461	873	1016
462	875	1014
463	876	1012
464	878	1010
465	880	1008
466	882	1006
467	883	1004
468	885	1002
469	887	1000
470	889	998
471	890	996
472	892	994
473	894	992
474	896	990
475	897	988
476	899	986
477	901	984
478	903	982
479	905	980
480	906	978
481	908	976
482	910	974
483	912	972
484	913	970
485	915	968
486	917	966
487	919	964
488	920	962
489	922	960
490	924	958
491	926	956
492	927	954
493	929	952
494	931	950
495	933	948
496	934	946
497	936	944
498	938	942
499	940	940
500	941	938
501	943	936
502	945	934
503	947	932
504	949	930
505	951	928
506	953	926
507	955	924
508	956	922
509	959	921
510	962	920
511	963	918
512	965	916
513	967	914
514	969	912
515	971	911
516	973	909
517	974	907
518	976	905
519	978	903
520	980	901
521	982	899
522	983	897
523	985	895
524	987	893
525	989	891
526	990	889
527	992	887
528	994	885
529	996	883
530	998	881
531	1000	880
532	1002	878
533	1003	876
534	1005	874
535	1007	872
536	1009	870
537	1011	868
538	1013	866
539	1015	864
540	1017	863
541	1019	861
542	1020	859
543	1022	857
544	1024	855
545	1026	853
546	1028	851
547	1029	849
548	1031	847
549	1033	845
550	1035	843
551	1036	841
552	1038	839
553	1040	837
554	1042	835
555	1044	833
556	1046	831
557	1047	829
558	1049	828
559	1051	826
560	1053	824
561	1055	822
562	1057	820
563	1059	819
564	1061	817
565	1063	815
566	1064	813
567	1066	811
568	1068	809
569	1070	807
570	1072	805
571	1073	803
572	1075	801
573	1077	799
574	1079	797
575	1080	795
576	1082	793
577	1084	791
578	1086	789
579	1087	787
580	1089	785
581	1091	783
582	1093	781
583	1094	779
584	1096	778
585	1098	776
586	1100	774
587	1102	772
588	1103	770
589	1105	768
590	1107	766
591	1109	764
592	1110	762
593	1112	760
594	1114	758
595	1116	756
596	1117	754
597	1119	752
598	1121	750
599	1123	748
600	1125	746
601	1126	745
602	1128	743
603	1130	741
604	1132	739
605	1133	737
606	1135	735
607	1137	733
608	1139	731
609	1141	729
610	1142	727
611	1144	725
612	1146	723
613	1148	721
614	1150	719
615	1151	718
616	1153	716
617	1155	714
618	1157	712
619	1158	710
620	1160	708
621	1162	706
622	1164	704
623	1166	702
624	1167	700
625	1169	698
626	1171	696
627	1173	694
628	1174	692
629	1176	691
630	1178	689
631	1180	687
632	1181	685
633	1183	683
634	1185	681
635	1187	679
636	1188	677
637	1190	675
638	1192	673
639	1194	671
640	1196	669
641	1197	667
642	1199	666
643	1201	664
644	1203	662
645	1205	660
646	1206	658
647	1208	656
648	1210	654
649	1212	652
650	1213	650
651	1215	648
652	1217	646
653	1219	644
654	1220	642
655	1222	641
656	1224	639
657	1226	637
658	1227	635
659	1229	633
660	1231	631
661	1233	629
662	1234	627
663	1236	625
664	1238	623
665	1240	622
666	1242	620
667	1243	618
668	1245	616
669	1247	614
670	1249	612
671	1250	610
672	1252	608
673	1254	606
674	1256	604
675	1257	602
676	1259	600
677	1261	599
678	1263	597
679	1264	595
680	1266	593
681	1268	591
682	1270	589
683	1271	587
684	1273	585
685	1275	583
686	1277	581
687	1278	579
688	1280	578
689	1282	576
690	1284	574
691	1286	572
692	1287	570
693	1289	568
694	1291	566
695	1293	564
696	1294	562
697	1296	561
698	1298	559
699	1300	557
700	1301	555
701	1303	553
702	1305	551
703	1307	549
704	1308	547
705	1310	545
706	1312	543
707	1314	542
708	1316	540
709	1317	538
710	1319	536
711	1321	534
712	1323	532
713	1325	530
714	1326	528
715	1328	526
716	1330	525
717	1332	523
718	1333	521
719	1335	519
720	1337	517
721	1339	515
722	1341	513
723	1342	511
724	1344	510
725	1346	508
726	1348	506
727	1350	504
728	1352	502
729	1353	500
730	1355	498
731	1357	496
732	1358	495
733	1360	493
734	1362	491
735	1364	489
736	1366	487
737	1367	485
738	1369	483
739	1371	481
740	1373	480
741	1375	478
742	1376	476
743	1378	474
744	1380	472
745	1382	470
746	1383	468
747	1385	466
748	1387	464
749	1389	463
750	1390	461
751	1392	459
752	1394	457
753	1396	455
754	1397	453
755	1399	451
756	1401	449
757	1403	447
758	1404	446
759	1406	444
760	1408	442
761	1410	440
762	1411	438
763	1413	436
764	1415	434
765	1417	432
766	1419	431
767	1420	429
768	1422	427
769	1424	425
770	1426	423
771	1427	421
772	1429	419
773	1431	417
774	1433	416
775	1434	414
776	1436	412
777	1438	410
778	1440	408
779	1443	407
780	1445	405
781	1447	403
782	1449	401
783	1451	399
784	1453	398
785	1456	396
786	1458	394
787	1461	393
788	1463	391
789	1466	389
790	1469	388
791	1471	386
792	1474	384
793	1476	383
794	1479	381
795	1481	379
796	1482	377
797	1485	375
798	1487	374
799	1488	372
800	1491	370
801	1493	368
802	1495	366
803	1497	365
804	1499	363
805	1502	361
806	1503	359
807	1507	358
808	1510	356
809	1512	354
810	1514	353
811	1516	351
812	1518	349
813	1521	347
814	1523	345
815	1525	343
816	1526	342
817	1528	340
818	1530	338
819	1538	337
820	1540	335
821	1542	334
822	1544	332
823	1546	330
824	1548	328
825	1550	326
826	1552	324
827	1554	322
828	1556	321
829	1558	319
830	1560	317
831	1562	315
832	1564	313
833	1565	311
834	1568	309
835	1570	308
836	1572	306
837	1574	304
838	1576	302
839	1578	300
840	1585	299
841	1587	297
842	1589	296
843	1591	294
844	1601	293
845	1603	291
846	1605	290
847	1607	288
848	1609	286
849	1610	284
850	1612	282
851	1614	280
852	1616	278
853	1618	276
854	1619	274
855	1621	272
856	1623	270
857	1625	268
858	1626	267
859	1628	265
860	1630	263
861	1632	261
862	1634	259
863	1635	257
864	1637	255
865	1639	253
866	1641	251
867	1642	249
868	1644	247
869	1646	246
870	1648	244
871	1650	242
872	1651	240
873	1653	238
874	1655	236
875	1657	234
876	1658	232
877	1660	230
878	1662	228
879	1664	226
880	1666	225
881	1667	223
882	1669	221
883	1671	219
884	1673	217
885	1674	215
886	1676	213
887	1678	211
888	1680	209
889	1681	207
890	1683	205
891	1685	204
892	1687	202
893	1689	200
894	1690	198
895	1692	196
896	1694	194
897	1696	192
898	1698	190
899	1700	188
900	1702	187
901	1703	185
902	1705	183
903	1707	181
904	1709	179
905	1710	177
906	1713	175
907	1714	173
908	1716	171
909	1718	169
910	1720	168
911	1721	166
912	1723	164
913	1725	162
914	1727	160
915	1729	158
916	1730	156
917	1732	154
918	1734	152
919	1736	151
920	1738	149
921	1740	147
922	1741	145
923	1743	143
924	1745	141
925	1747	139
926	1749	137
927	1751	135
928	1752	133
929	1754	132
930	1756	130
931	1758	128
932	1760	126
933	1762	124
934	1764	122
935	1766	120
936	1768	118
937	1769	116
938	1771	115
939	1773	113
940	1775	111
941	1777	109
942	1779	107
943	1780	105
944	1782	103
945	1784	101
946	1786	99
947	1788	98
948	1790	96
949	1791	94
950	1793	92
951	1795	90
952	1797	88
953	1799	86
954	1800	84
955	1802	82
956	1804	81
957	1806	79
958	1808	77
959	1809	75
960	1811	73
961	1813	71
962	1815	69
963	1817	67
964	1819	65
965	1821	64
966	1823	62
967	1825	60
968	1827	58
969	1829	56
970	1831	54
971	1832	52
972	1834	50
973	1836	49
974	1838	47
975	1840	45
976	1841	43
977	1843	41
978	1845	39
979	1847	37
980	1848	35
981	1850	33
982	1852	32
983	1854	30
984	1856	28
985	1857	26
986	1859	24
987	1861	22
988	1863	20
989	1864	18
990	1866	16
991	1868	15
992	1870	13
993	1871	11
994	1873	9
995	1875	7
996	1877	5
997	1878	3
998	1880	1
999	1882	0
