iter	MultiClassOneVsAll
297	0.0713352516
298	0.07118387936
299	0.07104465079
300	0.07078931191
301	0.07055981248
302	0.07025064543
303	0.07001687414
304	0.06984648288
305	0.06973003373
306	0.06955870984
307	0.06937000667
308	0.0692023971
309	0.06902752003
310	0.06882424602
311	0.06867182096
312	0.06844847827
313	0.06824727563
314	0.06808271597
315	0.06796217315
316	0.06778588119
317	0.06755792083
318	0.06739859922
319	0.06723709321
320	0.06712155521
321	0.06693734905
322	0.0667529059
323	0.0665891212
324	0.06646743281
325	0.06625806582
326	0.06612677753
327	0.06601583621
328	0.06583882621
329	0.06564663062
330	0.06552903897
331	0.06533187081
332	0.06522850554
333	0.06503553364
334	0.06488008445
335	0.06469571118
336	0.06455135813
337	0.06440338987
338	0.06422680427
339	0.06408183467
340	0.0639206462
341	0.06371441558
342	0.06355767227
343	0.06341719181
344	0.06327541562
345	0.06314144992
346	0.06295883791
347	0.0627711768
348	0.06262412827
349	0.06238329214
350	0.06225969512
351	0.06210701494
352	0.06192845816
353	0.06180892471
354	0.06171404842
355	0.06153128747
356	0.06137792978
357	0.06126216864
358	0.06116216838
359	0.06103405608
360	0.06092286638
361	0.06082880845
362	0.06068540305
363	0.06052904103
364	0.06038647198
365	0.06024407541
366	0.0601051955
367	0.0600008231
368	0.05985382566
369	0.05966718408
370	0.05954123305
371	0.05941814873
372	0.05925013859
373	0.05908896269
374	0.05896585583
375	0.05884818751
376	0.05862023916
377	0.05850275289
378	0.05841442449
379	0.05830358318
380	0.05820100116
381	0.05806802591
382	0.0579199529
383	0.05780279696
384	0.05768419896
385	0.05760327311
386	0.05752162811
387	0.05744245137
388	0.0572831376
389	0.05715629395
390	0.05703933231
391	0.05691710733
392	0.05675983791
393	0.05663701111
394	0.05649121096
395	0.05634442278
396	0.05623407993
397	0.05612515151
398	0.05601308413
399	0.05578597609
400	0.05564986125
401	0.05544185352
402	0.05528188945
403	0.05519696079
404	0.0550878746
405	0.0549570584
406	0.05485677716
407	0.05473749312
408	0.05463528493
409	0.05455956709
410	0.05448198512
411	0.05436013117
412	0.05428180133
413	0.05420420997
414	0.05411223468
415	0.05399091962
416	0.05389167681
417	0.05382570038
418	0.05369740907
419	0.0535621107
420	0.05346376226
421	0.05333673638
422	0.05323856366
423	0.0531691898
424	0.0530447401
425	0.05293204419
426	0.05282708841
427	0.05268867267
428	0.05255705011
429	0.05244454672
430	0.05237221095
431	0.05218101753
432	0.05205792948
433	0.05196528245
434	0.0518433174
435	0.05170083535
436	0.05160220186
437	0.05147799158
438	0.05137366572
439	0.0512841234
440	0.05116128496
441	0.05103909271
442	0.05092115757
443	0.0508073249
444	0.05069177911
445	0.05061925179
446	0.05053288386
447	0.05040991029
448	0.05029533805
449	0.05017516528
450	0.05010361444
451	0.0500307378
452	0.04990574659
453	0.04981991766
454	0.04971853081
455	0.04964787993
456	0.0495491873
457	0.04943660688
458	0.04932764652
459	0.04924392192
460	0.04916294213
461	0.04906873504
462	0.04897379641
463	0.04889059282
464	0.04880779113
465	0.04869668601
466	0.04861447136
467	0.04853276035
468	0.04842362226
469	0.04835525406
470	0.0482899736
471	0.04818992466
472	0.04809144987
473	0.04798884912
474	0.04790766294
475	0.0478269817
476	0.04777596623
477	0.04765999057
478	0.0475562908
479	0.04747082941
480	0.04739153114
481	0.0473008347
482	0.04720924298
483	0.047146286
484	0.04706637551
485	0.04694805686
486	0.04685791781
487	0.04669504231
488	0.04658747092
489	0.046526472
490	0.04643329122
491	0.04635418515
492	0.04625033051
493	0.04617138091
494	0.04608933539
495	0.04599510604
496	0.04594639441
497	0.04587616777
498	0.04580006551
499	0.04571873345
500	0.04561906313
501	0.04551041217
502	0.04543611419
503	0.04534582989
504	0.04526724935
505	0.04516667057
506	0.04506752047
507	0.04498068573
508	0.04488690926
509	0.04481105186
510	0.0447241908
511	0.04465886314
512	0.04458734614
513	0.04453342926
514	0.04444116913
515	0.04434901136
516	0.04426443251
517	0.04417360121
518	0.04407172061
519	0.04402319053
520	0.04393530019
521	0.04386245296
522	0.04378599426
523	0.04371139617
524	0.043635273
525	0.04357414986
526	0.0434687107
527	0.04341420618
528	0.04332124723
529	0.0432729092
530	0.04319528426
531	0.04310362164
532	0.0430390472
533	0.04291501668
534	0.04281365597
535	0.04272841029
536	0.04259369977
537	0.04252313907
538	0.04247792101
539	0.04240181556
540	0.04231431587
541	0.04222634201
542	0.04214592949
543	0.04206581385
544	0.04198776141
545	0.04190734195
546	0.04176718514
547	0.04164921885
548	0.0415887195
549	0.04150638106
550	0.04143021522
551	0.0413531328
552	0.04124598854
553	0.04118789556
554	0.0411373111
555	0.04106766898
556	0.04098520643
557	0.04091839558
558	0.04087383399
559	0.04082002699
560	0.04074992959
561	0.04067835283
562	0.04063073624
563	0.04056838582
564	0.04050494699
565	0.04045143679
566	0.0403761879
567	0.04032168644
568	0.04025519367
569	0.04016904288
570	0.04008928077
571	0.04002733232
572	0.03997961079
573	0.03990428846
574	0.0398454292
575	0.03979844413
576	0.03974574567
577	0.0396954719
578	0.03962385883
579	0.03955981364
580	0.03949526508
581	0.039438531
582	0.03936590792
583	0.03931365742
584	0.03924416518
585	0.03918930539
586	0.0391364315
587	0.03907215436
588	0.03899923425
589	0.0389500513
590	0.03887990764
591	0.03880949907
592	0.03875518643
593	0.03870548762
594	0.03865242957
595	0.03860332882
596	0.03853215256
597	0.03848582734
598	0.03842427939
599	0.03830250411
600	0.03823231989
601	0.03818099547
602	0.03811796463
603	0.03805081029
604	0.03798867083
605	0.03793240805
606	0.03787604506
607	0.03783770025
608	0.03774803883
609	0.03769256412
610	0.03763355821
611	0.03759516673
612	0.0375515678
613	0.03750430806
614	0.0374646204
615	0.03741633005
616	0.03734569817
617	0.03729077838
618	0.03724415503
619	0.03718350887
620	0.03713660492
621	0.03707478964
622	0.03700846031
623	0.03696537713
624	0.03691737247
625	0.03687055675
626	0.03682106117
627	0.03677089914
628	0.0367047307
629	0.03666597822
630	0.03663155516
631	0.03655972557
632	0.03650908423
633	0.03646029118
634	0.03642221467
635	0.03634793551
636	0.03628802479
637	0.03622303943
638	0.03617698036
639	0.036113634
640	0.03604927541
641	0.03600054365
642	0.0359683661
643	0.03588950286
644	0.03582915234
645	0.03576916081
646	0.03572430517
647	0.0356831113
648	0.03562907663
649	0.03557741874
650	0.03552928918
651	0.0354800397
652	0.03542432919
653	0.03535305523
654	0.03531073371
655	0.0352506506
656	0.0352127756
657	0.03516754225
658	0.03512957065
659	0.0350876399
660	0.03504717914
661	0.03498053059
662	0.03493631252
663	0.03489238056
664	0.03482958585
665	0.03477570764
666	0.03473420365
667	0.03467793082
668	0.03462475029
669	0.03456708924
670	0.03450970988
671	0.03447814506
672	0.03442081308
673	0.0343665329
674	0.03428921595
675	0.03422871552
676	0.03419823729
677	0.03415102386
678	0.03411167961
679	0.0340740472
680	0.03403923169
681	0.03399721481
682	0.03394671509
683	0.03389947804
684	0.03385809766
685	0.03380097658
686	0.03375043854
687	0.03370897235
688	0.03364563335
689	0.03360680099
690	0.03356129495
691	0.03352773252
692	0.03348769748
693	0.03343399185
694	0.03337867834
695	0.0333343392
696	0.03328357892
697	0.03325631919
698	0.03320847951
699	0.03315763037
700	0.03311561784
701	0.03307875967
702	0.03301661991
703	0.032967747
704	0.03292107734
705	0.03286774096
706	0.032841081
707	0.03277591191
708	0.03272349759
709	0.03269377567
710	0.03266438619
711	0.03262403846
712	0.03255974953
713	0.03250653389
714	0.03244464214
715	0.03238514812
716	0.03234796239
717	0.03229497902
718	0.03224930814
719	0.03221944352
720	0.03218136153
721	0.03214738483
722	0.03211590408
723	0.03207839448
724	0.03200344784
725	0.03195143878
726	0.03191610891
727	0.03188359287
728	0.03184711681
729	0.03180823225
730	0.03178086947
731	0.0317385286
732	0.03168138476
733	0.03160841618
734	0.03154975344
735	0.03150432241
736	0.03146038342
737	0.03140493241
738	0.03137246244
739	0.03132440342
740	0.03128260793
741	0.03124878263
742	0.03121004914
743	0.03116513533
744	0.03112876219
745	0.03109635883
746	0.03104243556
747	0.03099514622
748	0.03094793171
749	0.03089518255
750	0.03086164616
751	0.03082153151
752	0.03078915375
753	0.03075054981
754	0.03070646082
755	0.03068271626
756	0.03063282336
757	0.03059148824
758	0.03055550056
759	0.03050396153
760	0.03046087999
761	0.03042571685
762	0.03037937191
763	0.03035101147
764	0.03032356147
765	0.03027816014
766	0.03023473079
767	0.03019798455
768	0.0301599644
769	0.03011217223
770	0.03008494663
771	0.0300375108
772	0.02998889171
773	0.02994107543
774	0.02989715076
775	0.02985452472
776	0.02982380933
777	0.0297789441
778	0.02974375118
779	0.02971246206
780	0.0296756898
781	0.02964463155
782	0.02961308673
783	0.02957054102
784	0.02953037314
785	0.02949124689
786	0.0294529844
787	0.02942202815
788	0.02937409919
789	0.02934205397
790	0.02931279416
791	0.02928123234
792	0.02926096351
793	0.02923701601
794	0.02920336902
795	0.02915837327
796	0.02912129393
797	0.02908992787
798	0.0290489787
799	0.02901906392
800	0.02898807894
801	0.02895594645
802	0.02892716081
803	0.02889911143
804	0.02885860081
805	0.02880951063
806	0.0287788369
807	0.02875174934
808	0.02871744827
809	0.02867304928
810	0.02864362269
811	0.02860251119
812	0.02856125609
813	0.02852413109
814	0.02848846354
815	0.02845141208
816	0.02839750087
817	0.02836928889
818	0.02832736952
819	0.02826014031
820	0.02822958022
821	0.02820747863
822	0.02815057545
823	0.02812034523
824	0.0280761218
825	0.02804825824
826	0.02802119361
827	0.0279964333
828	0.02797272697
829	0.02794626963
830	0.02791901462
831	0.02788493807
832	0.02784989749
833	0.02781973953
834	0.02778188846
835	0.02775147318
836	0.02771817767
837	0.0276793041
838	0.02765346241
839	0.02761587144
840	0.02758068986
841	0.02755202533
842	0.027515381
843	0.027479834
844	0.02745085215
845	0.02741710018
846	0.02739287971
847	0.02736742561
848	0.02732838992
849	0.0272864941
850	0.02725760644
851	0.02721717723
852	0.02718608175
853	0.0271501082
854	0.02711791213
855	0.02708192292
856	0.02704639445
857	0.02701438881
858	0.02697769948
859	0.02694659126
860	0.02691430878
861	0.02687393529
862	0.02684447091
863	0.02680597125
864	0.02677990269
865	0.02674901475
866	0.02671505782
867	0.02668548191
868	0.02665588953
869	0.02662287113
870	0.02660702263
871	0.02658751818
872	0.02654889525
873	0.02651796449
874	0.02648001388
875	0.02644281542
876	0.02641287556
877	0.02637639434
878	0.02634026131
879	0.02631593888
880	0.02628452012
881	0.02624572879
882	0.0262050389
883	0.02618505497
884	0.02615473433
885	0.02611954875
886	0.02609931014
887	0.02607385438
888	0.02605032974
889	0.02602041899
890	0.02600277741
891	0.02597305367
892	0.02593601453
893	0.02591149596
894	0.02587869274
895	0.02584903388
896	0.02581442322
897	0.02578274864
898	0.02574699571
899	0.02571198586
900	0.02568967116
901	0.02566488509
902	0.02564253186
903	0.02559891327
904	0.02556355982
905	0.02553394346
906	0.02551480834
907	0.02546545976
908	0.02542982628
909	0.02540623553
910	0.02535823778
911	0.02532569455
912	0.02529291901
913	0.02526200198
914	0.02522813513
915	0.02517896647
916	0.02515167656
917	0.02513418625
918	0.02510458743
919	0.02508601851
920	0.02504893447
921	0.02503019603
922	0.02500221061
923	0.02497275372
924	0.02493125606
925	0.02490180041
926	0.02487342748
927	0.02482453171
928	0.02479866037
929	0.02477267123
930	0.02474278587
931	0.02471940702
932	0.0246933298
933	0.02466991488
934	0.02464394891
935	0.02461816619
936	0.02459656035
937	0.02456477099
938	0.02453697883
939	0.02451522395
940	0.02448359656
941	0.02446411415
942	0.0244278569
943	0.02439570611
944	0.0243644227
945	0.02433499806
946	0.02430445885
947	0.0242817988
948	0.02426638183
949	0.02425040886
950	0.02421953074
951	0.02419276784
952	0.02416027791
953	0.02413908897
954	0.02411538137
955	0.02409041416
956	0.02406100061
957	0.02404529663
958	0.0240257227
959	0.02400881426
960	0.02399158878
961	0.02397503781
962	0.02394625915
963	0.02391719848
964	0.0238952775
965	0.02386835702
966	0.02384345944
967	0.02381841607
968	0.0237935374
969	0.02376621138
970	0.0237282312
971	0.02369870068
972	0.02367901206
973	0.02365733727
974	0.02362904316
975	0.02360125983
976	0.02357437757
977	0.02354848553
978	0.02352548818
979	0.02349641575
980	0.02347438627
981	0.02345404022
982	0.02343329593
983	0.02341401923
984	0.0233882744
985	0.02336322349
986	0.02333878483
987	0.02331879546
988	0.02329473192
989	0.02326516426
990	0.02324198243
991	0.02322813737
992	0.02320407668
993	0.0231884954
994	0.02317311687
995	0.02315179745
996	0.02312541245
997	0.02310003865
998	0.02308560257
999	0.02306074062
