iter	Passed	Remaining
599	1108	739
600	1110	737
601	1112	735
602	1115	734
603	1117	732
604	1119	730
605	1121	729
606	1123	727
607	1125	725
608	1127	723
609	1129	722
610	1131	720
611	1133	718
612	1134	716
613	1136	714
614	1138	712
615	1140	711
616	1143	709
617	1145	707
618	1147	706
619	1148	704
620	1150	702
621	1152	700
622	1154	698
623	1156	697
624	1158	695
625	1161	693
626	1163	691
627	1164	690
628	1166	688
629	1168	686
630	1170	684
631	1172	682
632	1174	681
633	1176	679
634	1178	677
635	1180	675
636	1182	673
637	1184	671
638	1186	670
639	1188	668
640	1190	666
641	1192	665
642	1194	663
643	1196	661
644	1198	659
645	1200	657
646	1202	656
647	1204	654
648	1206	652
649	1208	650
650	1210	648
651	1212	647
652	1214	645
653	1216	643
654	1217	641
655	1220	639
656	1222	637
657	1223	636
658	1225	634
659	1227	632
660	1229	630
661	1231	628
662	1233	626
663	1235	625
664	1237	623
665	1239	621
666	1241	619
667	1242	617
668	1244	615
669	1246	613
670	1247	611
671	1249	610
672	1251	608
673	1253	606
674	1255	604
675	1257	602
676	1258	600
677	1260	598
678	1262	596
679	1264	594
680	1265	592
681	1267	591
682	1269	589
683	1271	587
684	1272	585
685	1274	583
686	1276	581
687	1278	579
688	1279	577
689	1282	575
690	1283	574
691	1285	572
692	1287	570
693	1289	568
694	1291	566
695	1292	564
696	1294	562
697	1296	560
698	1297	558
699	1299	557
700	1301	555
701	1303	553
702	1304	551
703	1306	549
704	1308	547
705	1310	545
706	1312	543
707	1313	541
708	1315	539
709	1317	538
710	1319	536
711	1320	534
712	1322	532
713	1324	530
714	1326	528
715	1328	526
716	1329	524
717	1331	522
718	1333	521
719	1335	519
720	1336	517
721	1338	515
722	1340	513
723	1341	511
724	1343	509
725	1344	507
726	1346	505
727	1348	503
728	1350	501
729	1352	500
730	1353	498
731	1355	496
732	1357	494
733	1358	492
734	1360	490
735	1362	488
736	1364	486
737	1365	484
738	1367	483
739	1369	481
740	1371	479
741	1372	477
742	1374	475
743	1376	473
744	1378	471
745	1379	469
746	1381	467
747	1383	466
748	1385	464
749	1386	462
750	1388	460
751	1390	458
752	1392	456
753	1393	454
754	1395	452
755	1397	451
756	1399	449
757	1401	447
758	1403	445
759	1404	443
760	1406	441
761	1408	439
762	1410	437
763	1411	436
764	1413	434
765	1415	432
766	1417	430
767	1419	428
768	1420	426
769	1422	424
770	1424	423
771	1426	421
772	1428	419
773	1429	417
774	1431	415
775	1433	413
776	1435	411
777	1437	410
778	1439	408
779	1440	406
780	1442	404
781	1444	402
782	1446	400
783	1448	399
784	1450	397
785	1452	395
786	1454	393
787	1455	391
788	1457	389
789	1459	387
790	1461	386
791	1463	384
792	1465	382
793	1467	380
794	1468	378
795	1470	376
796	1472	375
797	1474	373
798	1476	371
799	1478	369
800	1480	367
801	1482	365
802	1484	364
803	1485	362
804	1487	360
805	1489	358
806	1491	356
807	1493	354
808	1495	353
809	1496	351
810	1498	349
811	1500	347
812	1502	345
813	1504	343
814	1505	341
815	1507	339
816	1509	338
817	1511	336
818	1512	334
819	1514	332
820	1516	330
821	1518	328
822	1519	326
823	1521	324
824	1522	323
825	1524	321
826	1526	319
827	1528	317
828	1530	315
829	1532	313
830	1534	312
831	1536	310
832	1537	308
833	1539	306
834	1541	304
835	1543	302
836	1544	300
837	1546	298
838	1548	297
839	1550	295
840	1552	293
841	1553	291
842	1555	289
843	1557	287
844	1559	286
845	1561	284
846	1563	282
847	1564	280
848	1566	278
849	1568	276
850	1570	274
851	1572	273
852	1573	271
853	1575	269
854	1577	267
855	1578	265
856	1580	263
857	1582	261
858	1584	260
859	1586	258
860	1588	256
861	1589	254
862	1591	252
863	1593	250
864	1595	248
865	1597	247
866	1598	245
867	1600	243
868	1602	241
869	1603	239
870	1605	237
871	1607	235
872	1609	234
873	1610	232
874	1612	230
875	1614	228
876	1616	226
877	1617	224
878	1619	222
879	1621	221
880	1623	219
881	1624	217
882	1626	215
883	1628	213
884	1630	211
885	1631	209
886	1633	208
887	1635	206
888	1637	204
889	1639	202
890	1640	200
891	1642	198
892	1644	197
893	1646	195
894	1647	193
895	1649	191
896	1651	189
897	1652	187
898	1654	185
899	1656	184
900	1658	182
901	1660	180
902	1661	178
903	1663	176
904	1665	174
905	1667	172
906	1668	171
907	1669	169
908	1671	167
909	1673	165
910	1674	163
911	1676	161
912	1677	159
913	1679	158
914	1681	156
915	1682	154
916	1684	152
917	1686	150
918	1687	148
919	1689	146
920	1691	145
921	1693	143
922	1694	141
923	1696	139
924	1698	137
925	1700	135
926	1701	134
927	1703	132
928	1704	130
929	1706	128
930	1708	126
931	1710	124
932	1711	122
933	1713	121
934	1715	119
935	1717	117
936	1718	115
937	1720	113
938	1722	111
939	1724	110
940	1726	108
941	1727	106
942	1729	104
943	1731	102
944	1733	100
945	1734	99
946	1736	97
947	1738	95
948	1740	93
949	1742	91
950	1743	89
951	1745	88
952	1747	86
953	1749	84
954	1750	82
955	1752	80
956	1755	78
957	1757	77
958	1758	75
959	1760	73
960	1762	71
961	1764	69
962	1765	67
963	1767	66
964	1769	64
965	1771	62
966	1772	60
967	1774	58
968	1776	56
969	1778	54
970	1779	53
971	1781	51
972	1783	49
973	1785	47
974	1787	45
975	1788	43
976	1790	42
977	1792	40
978	1794	38
979	1795	36
980	1797	34
981	1799	32
982	1801	31
983	1802	29
984	1804	27
985	1806	25
986	1807	23
987	1809	21
988	1811	20
989	1813	18
990	1814	16
991	1816	14
992	1818	12
993	1820	10
994	1821	9
995	1823	7
996	1825	5
997	1827	3
998	1828	1
999	1830	0
