,threshold,test_recall_score,test_f1_score,test_precision_score
98,0.00023147797559540872,1.0,0.0997624703087886,0.0525
99,0.00023758943274102855,1.0,0.1,0.05263157894736842
100,0.0002555129674466472,1.0,0.10047846889952151,0.05289672544080604
101,0.00027678603966854,1.0,0.10120481927710843,0.0532994923857868
102,0.0002796711244480313,1.0,0.10169491525423728,0.05357142857142857
103,0.0002875881479598762,1.0,0.10194174757281554,0.05370843989769821
104,0.00031285355481689944,1.0,0.1024390243902439,0.05398457583547558
105,0.00032790670151961517,1.0,0.10268948655256724,0.05412371134020619
106,0.000329650468983013,1.0,0.10966057441253263,0.058011049723756904
107,0.0003338833008113886,1.0,0.10994764397905758,0.05817174515235457
108,0.0003349859126651461,1.0,0.11260053619302951,0.05965909090909091
109,0.0003506594697628513,1.0,0.11290322580645161,0.05982905982905983
110,0.00038329038041142214,1.0,0.11382113821138212,0.0603448275862069
111,0.0003921859574473364,1.0,0.1141304347826087,0.06051873198847262
112,0.000403111490293276,1.0,0.11475409836065573,0.06086956521739131
113,0.00041016525626715034,1.0,0.11506849315068494,0.061046511627906974
114,0.00043118657697494126,1.0,0.11538461538461538,0.061224489795918366
115,0.0004347588135541551,1.0,0.11570247933884298,0.06140350877192982
116,0.0004370602659584965,1.0,0.11602209944751382,0.06158357771260997
117,0.00044082863754176183,1.0,0.11764705882352941,0.0625
118,0.0004592059477262352,1.0,0.11797752808988762,0.0626865671641791
119,0.00046564695569384763,1.0,0.11931818181818181,0.0634441087613293
120,0.00046781000220763813,1.0,0.12,0.06382978723404255
121,0.0004734790272215288,1.0,0.12034383954154729,0.06402439024390244
122,0.0005196249758451802,1.0,0.12103746397694524,0.06441717791411043
123,0.0005224012684864207,1.0,0.1217391304347826,0.06481481481481481
124,0.0005251484392019605,1.0,0.12316715542521994,0.065625
125,0.0005336463585816969,1.0,0.12462908011869436,0.06645569620253164
126,0.0005449332155568117,1.0,0.125,0.06666666666666667
127,0.0005547315669165479,1.0,0.12883435582822086,0.06885245901639345
128,0.0005595217569611549,1.0,0.12923076923076926,0.06907894736842106
129,0.0005675563145361331,1.0,0.13043478260869565,0.06976744186046512
130,0.0005713443228764764,1.0,0.1320754716981132,0.0707070707070707
131,0.0005754363508456854,1.0,0.13333333333333333,0.07142857142857142
132,0.0005901494698931667,1.0,0.1337579617834395,0.07167235494880546
133,0.0006427100538979222,1.0,0.1346153846153846,0.07216494845360824
134,0.0006575613040949536,1.0,0.13504823151125403,0.07241379310344828
135,0.0006974481474062993,1.0,0.13592233009708737,0.07291666666666667
136,0.000731997922328903,1.0,0.13636363636363635,0.07317073170731707
137,0.0007860138526856568,1.0,0.1372549019607843,0.07368421052631578
138,0.0008369309307134394,1.0,0.1381578947368421,0.07420494699646643
139,0.0008509847479249232,1.0,0.1390728476821192,0.07473309608540925
140,0.0009149802112653625,1.0,0.14,0.07526881720430108
141,0.0009379447823856929,1.0,0.14046822742474918,0.07553956834532374
142,0.0009422595332537688,1.0,0.1414141414141414,0.07608695652173914
143,0.0009604799069638985,1.0,0.14285714285714288,0.07692307692307693
144,0.0009666749619832749,1.0,0.1443298969072165,0.07777777777777778
145,0.0009711173564406074,1.0,0.147887323943662,0.07984790874524715
146,0.000992405294927682,1.0,0.14840989399293283,0.08015267175572519
147,0.0010560335251712412,1.0,0.14893617021276595,0.08045977011494253
148,0.0011687955927923647,1.0,0.14946619217081852,0.08076923076923077
149,0.0011688054764561976,1.0,0.15053763440860218,0.08139534883720931
150,0.0011851770340636492,1.0,0.15384615384615385,0.08333333333333333
151,0.0012122357484620468,1.0,0.15671641791044774,0.08502024291497975
152,0.0012339040162242122,1.0,0.1596958174904943,0.08677685950413223
153,0.0012630166500683057,1.0,0.1647058823529412,0.08974358974358974
154,0.0012761072736468093,1.0,0.16535433070866143,0.09012875536480687
155,0.0012892506921530957,1.0,0.16666666666666669,0.09090909090909091
156,0.0013285049063817235,1.0,0.16733067729083667,0.09130434782608696
157,0.0013549265744652655,1.0,0.16799999999999998,0.09170305676855896
158,0.0013581462922624848,1.0,0.17427385892116184,0.09545454545454546
159,0.0013597555740816802,1.0,0.175,0.0958904109589041
160,0.0013776594806484822,1.0,0.18181818181818182,0.1
161,0.0013961808806794147,1.0,0.1834061135371179,0.10096153846153846
162,0.001480150405762391,1.0,0.18918918918918917,0.1044776119402985
163,0.0015126555814416666,1.0,0.1926605504587156,0.1065989847715736
164,0.0015859852257165833,1.0,0.19354838709677416,0.10714285714285714
165,0.0015915905778391764,1.0,0.19626168224299065,0.10880829015544041
166,0.0017535152114340233,1.0,0.19718309859154928,0.109375
167,0.001824029294384502,1.0,0.19999999999999998,0.1111111111111111
168,0.0019177800342512735,1.0,0.2028985507246377,0.11290322580645161
169,0.0019180819333875741,1.0,0.2058823529411765,0.11475409836065574
170,0.0019611048179884604,1.0,0.2079207920792079,0.11602209944751381
171,0.0019738551317231238,1.0,0.21105527638190955,0.11797752808988764
172,0.001980599916879976,1.0,0.21875,0.12280701754385964
173,0.0021096429490558284,1.0,0.2198952879581152,0.12352941176470589
174,0.0021202943901166673,1.0,0.2222222222222222,0.125
175,0.0022163257843408894,1.0,0.22340425531914893,0.12574850299401197
176,0.002240640957243819,1.0,0.2245989304812834,0.12650602409638553
177,0.0023619468724831185,1.0,0.22950819672131148,0.12962962962962962
178,0.002439547611109717,1.0,0.23204419889502761,0.13125
179,0.0024898745883273135,1.0,0.23463687150837986,0.13291139240506328
180,0.002722854838575218,1.0,0.24418604651162787,0.1390728476821192
181,0.0028459101359532882,1.0,0.24561403508771928,0.14
182,0.0028599736221082187,1.0,0.25925925925925924,0.14893617021276595
183,0.002889859299534993,1.0,0.2625,0.1510791366906475
184,0.0030022677114126114,1.0,0.2692307692307693,0.15555555555555556
185,0.0031009676507647763,1.0,0.2727272727272727,0.15789473684210525
186,0.003172741349112353,1.0,0.2745098039215686,0.1590909090909091
187,0.003176002944444213,1.0,0.2857142857142857,0.16666666666666666
188,0.0031849653160149075,1.0,0.28767123287671237,0.168
189,0.003226591732813113,1.0,0.29577464788732394,0.17355371900826447
190,0.0032555959996283914,1.0,0.30434782608695654,0.1794871794871795
191,0.003468660512481246,1.0,0.3088235294117647,0.1826086956521739
192,0.004150064634795511,1.0,0.33070866141732286,0.19811320754716982
193,0.004317596958959862,1.0,0.336,0.20192307692307693
194,0.004500167046177307,1.0,0.33870967741935487,0.20388349514563106
195,0.004567544610830009,1.0,0.34146341463414637,0.20588235294117646
196,0.004793922659261753,1.0,0.35,0.21212121212121213
197,0.004897469689427263,1.0,0.3559322033898305,0.21649484536082475
198,0.004923642781637914,1.0,0.358974358974359,0.21875
199,0.0050004636404034995,1.0,0.3620689655172414,0.22105263157894736
200,0.005145256106330439,1.0,0.3684210526315789,0.22580645161290322
201,0.005195312435315239,1.0,0.37168141592920356,0.22826086956521738
202,0.0052439305823558475,1.0,0.38181818181818183,0.23595505617977527
203,0.005373111052174344,1.0,0.3888888888888889,0.2413793103448276
204,0.005897525285683193,1.0,0.3925233644859813,0.2441860465116279
205,0.0059210759481299075,1.0,0.4038461538461538,0.25301204819277107
206,0.006115154827042474,1.0,0.4117647058823529,0.25925925925925924
207,0.006244014172970391,1.0,0.4158415841584159,0.2625
208,0.00700138498533214,1.0,0.41999999999999993,0.26582278481012656
209,0.007051104831923921,1.0,0.42857142857142855,0.2727272727272727
210,0.008140646609990086,1.0,0.4329896907216495,0.27631578947368424
211,0.008152309105154,1.0,0.4421052631578947,0.28378378378378377
212,0.008353648980458048,1.0,0.44680851063829785,0.2876712328767123
213,0.008444567883604454,1.0,0.45161290322580644,0.2916666666666667
214,0.00864136006618594,1.0,0.45652173913043476,0.29577464788732394
215,0.008649308418678527,1.0,0.4615384615384615,0.3
216,0.009040190346955565,1.0,0.4719101123595506,0.3088235294117647
217,0.009069915874277858,1.0,0.4772727272727273,0.31343283582089554
218,0.009912224526062052,1.0,0.49411764705882355,0.328125
219,0.009936561511021486,1.0,0.5060240963855421,0.3387096774193548
220,0.010469638496397695,1.0,0.5185185185185185,0.35
221,0.01231443643996927,1.0,0.525,0.3559322033898305
222,0.016948363462660192,1.0,0.5316455696202532,0.3620689655172414
223,0.018023879599895598,1.0,0.5526315789473685,0.38181818181818183
224,0.01842105279520224,1.0,0.5915492957746479,0.42
225,0.023372074254211117,1.0,0.6086956521739131,0.4375
226,0.14027484269581583,0.8571428571428571,0.5901639344262294,0.45
227,0.18168958327016527,0.8095238095238095,0.5862068965517242,0.4594594594594595
228,0.19722418930842986,0.8095238095238095,0.6666666666666666,0.5666666666666667
229,0.22544355293278773,0.8095238095238095,0.7391304347826089,0.68
230,0.23324545027662333,0.8095238095238095,0.8500000000000001,0.8947368421052632
231,0.48856223173946434,0.7142857142857143,0.8333333333333333,1.0
232,0.8899224411093944,0.5714285714285714,0.7272727272727273,1.0
233,0.946826254366478,0.47619047619047616,0.6451612903225806,1.0
234,0.9540228523521089,0.38095238095238093,0.5517241379310345,1.0
235,0.9541269064041006,0.2857142857142857,0.4444444444444445,1.0
236,0.9719639290657254,0.19047619047619047,0.32,1.0
237,0.9727593309725014,0.047619047619047616,0.0909090909090909,1.0
238,0.974952868909896,0.0,0.0,0.0
